URL: https://portail.museedesconfluences.fr/fr/collections/search?collection=biens&recherche_libre=K%C3%B4m+Ombo&biens_famille=&vue=liste&par_page=80 
TOTAL: 243
notice188499828312519092	90010137	href="/notice188499828312519092?lang=en">MOMIE D’OISEAU | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°90010137 | | | | | Add to favorites | | | | | | | | | | | <a
notice389305319120558018	90010138	href="/notice389305319120558018?lang=en">MOMIE D’OISEAU | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°90010138 | | | | | Add to favorites | | | | | | | | | | | <a
notice217510341727125741	90010143	href="/notice217510341727125741?lang=en">MOMIE D’OISEAU | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°90010143 | | | | | Add to favorites | | | | | | | | | | | <a
notice140359593845015580	90002527	href="/notice140359593845015580?lang=en">MOMIE D’OISEAU | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°90002527 | | | | | Add to favorites | | | | | | | | | | | <a
notice407780817110166895	90002526	href="/notice407780817110166895?lang=en">MOMIE D’OISEAU | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°90002526 | | | | | Add to favorites | | | | | | | | | | | <a
notice193595686737091319	90002314	href="/notice193595686737091319?lang=en">Dent d’âne | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°90002314 | | | | | Add to favorites | | | | | | | | | | | <a
notice132902738119474544	90001841	href="/notice132902738119474544?lang=en">CRANE MOMIFIE DE CROCODILE | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°90001841 | | | | | Add to favorites | | | | | | | | | | | <a
notice501740594244216554	90001246	href="/notice501740594244216554?lang=en">Momie d’Ibis | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°90001246 | | | | | Add to favorites | | | | | | | | | | | <a
notice330787730639083713	51000080	href="/notice330787730639083713?lang=en">momie d’animal | | | | | | | Haute Egypte | | Figuré | | Spécimen momifié | | Inv. n°51000080 | | | | | Add to favorites | | | | | | | | | | | <a
notice211389937336915021	90002004A	href="/notice211389937336915021?lang=en">Viscère de la momie humaine n°1 | | | | | | | Haute Egypte | | Inv. n°90002004A | | | | | Add to favorites | | | | | | | | | | | <a
notice322224442901156678	51000084	href="/notice322224442901156678?lang=en">momie d’animal | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°51000084 | | | | | Add to favorites | | | | | | | | | | | <a
notice328710983569967181	51000088	href="/notice328710983569967181?lang=en">momie d’animal | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°51000088 | | | | | Add to favorites | | | | | | | | | | | <a
notice142152987931490133	51000095	href="/notice142152987931490133?lang=en">momie d’animal | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°51000095 | | | | | Add to favorites | | | | | | | | | | | <a
notice803182113335626624	51000087	href="/notice803182113335626624?lang=en">momie d’animal | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°51000087 | | | | | Add to favorites | | | | | | | | | | | <a
notice102428936634880409	51000120	href="/notice102428936634880409?lang=en">momie d’animal | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°51000120 | | | | | Add to favorites | | | | | | | | | | | <a
notice347253340313593756	51000115	href="/notice347253340313593756?lang=en">momie d’animal | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°51000115 | | | | | Add to favorites | | | | | | | | | | | <a
notice190748912026239521	90001245	href="/notice190748912026239521?lang=en">Momie d’Ibis | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°90001245 | | | | | Add to favorites | | | | | | | | | | | <a
notice349054769725482202	42000436	href="/notice349054769725482202?lang=en">Crocodylus sp. | | | | | | | Haute Egypte | | Œuf | | Inv. n°42000436 | | | | | Add to favorites | | | | | | | | | | | <a
notice291946367025745115	51000128	href="/notice291946367025745115?lang=en">momie d’animal | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°51000128 | | | | | Add to favorites | | | | | | | | | | | <a
notice232037747246258993	51000134	href="/notice232037747246258993?lang=en">momie d’animal | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°51000134 | | | | | Add to favorites | | | | | | | | | | | <a
notice306141291441864011	51000109	href="/notice306141291441864011?lang=en">momie d’animal | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°51000109 | | | | | Add to favorites | | | | | | | | | | | <a
notice513254323092876371	51000091	href="/notice513254323092876371?lang=en">momie d’animal | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°51000091 | | | | | Add to favorites | | | | | | | | | | | <a
notice208151770798960213	51000110	href="/notice208151770798960213?lang=en">momie d’animal | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°51000110 | | | | | Add to favorites | | | | | | | | | | | <a
notice338532909329387872	51000098	href="/notice338532909329387872?lang=en">momie d’animal | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°51000098 | | | | | Add to favorites | | | | | | | | | | | <a
notice105767653439106923	51000100	href="/notice105767653439106923?lang=en">momie d’animal | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°51000100 | | | | | Add to favorites | | | | | | | | | | | <a
notice664574961795814514	51000081	href="/notice664574961795814514?lang=en">momie d’animal | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°51000081 | | | | | Add to favorites | | | | | | | | | | | <a
notice266175925891700913	51000099	href="/notice266175925891700913?lang=en">momie d’animal | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°51000099 | | | | | Add to favorites | | | | | | | | | | | <a
notice214806517438919354	51000107	href="/notice214806517438919354?lang=en">momie d’animal | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°51000107 | | | | | Add to favorites | | | | | | | | | | | <a
notice213637721910982855	51000092	href="/notice213637721910982855?lang=en">momie d’animal | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°51000092 | | | | | Add to favorites | | | | | | | | | | | <a
notice272294651542612437	51000103	href="/notice272294651542612437?lang=en">momie d’animal | | | | | | | Haute Egypte | | Spécimen momifié | | Inv. n°51000103 | | | | | Add to favorites | | | | | | | | | | | <a
